budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,9441,"[{""id"": 15160, ""name"": ""divorce""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 15163, ""name"": ""freeze frame""}, {""id"": 15164, ""name"": ""custody""}, {""id"": 15165, ""name"": ""school play""}, {""id"": 15166, ""name"": ""photo shoot""}]",en,Stepmom,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",16.368283,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-25,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be there for the joy. Be there for the tears. Be there for each other.,Stepmom,6.9,277
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",http://movies.disney.com/into-the-woods/,224141,"[{""id"": 616, ""name"": ""witch""}, {""id"": 995, ""name"": ""cinderella""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 10449, ""name"": ""sondheim""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 166472, ""name"": ""beanstalk""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 192993, ""name"": ""red riding hood""}]",en,Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",65.90161,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Lucamar Productions"", ""id"": 17021}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25,212902372,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be careful what you wish for...,Into the Woods,5.6,1652
45000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://theinsideman.net,388,"[{""id"": 1929, ""name"": ""bank manager""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 1933, ""name"": ""nazi background""}, {""id"": 1937, ""name"": ""document""}, {""id"": 1954, ""name"": ""ultimatum""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 33672, ""name"": ""financial transactions""}]",en,Inside Man,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",45.220386,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-23,184376254,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sq"", ""name"": ""shqip""}]",Released,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,Inside Man,7.3,1630
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.weboughtazoo.com/,74465,"[{""id"": 2172, ""name"": ""zoo""}]",en,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",38.629763,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Vinyl Films"", ""id"": 485}, {""name"": ""LBI Entertainment"", ""id"": 8518}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-22,120081841,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A True Zoo Story,We Bought a Zoo,6.5,909
50000000,"[{""id"": 35, ""name"": ""Comedy""}]",,6877,"[{""id"": 7784, ""name"": ""hotel mom""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 170682, ""name"": ""lying""}, {""id"": 214633, ""name"": ""living with parents""}, {""id"": 215200, ""name"": ""pretend relationship""}]",en,Failure to Launch,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",18.806031,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Failure to Launch Productions"", ""id"": 84423}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-10,88715192,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To leave the nest, some men just need a little push.",Failure to Launch,5.5,399
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10320,"[{""id"": 745, ""name"": ""nun""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2565, ""name"": ""bath tub""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 5153, ""name"": ""son""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11289, ""name"": ""woman reporter""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 177185, ""name"": ""videotape""}, {""id"": 177201, ""name"": ""evil child""}]",en,The Ring Two,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,32.233713,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-17,161451538,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The dead don't sleep.,The Ring Two,5.4,632
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,13673,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 207317, ""name"": ""christmas""}]",en,Christmas with the Kranks,"Luther Krank is fed up with the commerciality of Christmas; he decides to skip the holiday and go on a vacation with his wife instead. But when his daughter decides at the last minute to come home, he must put together a holiday celebration.",9.225166,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-24,0,99,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No! Ho! Ho!,Christmas with the Kranks,5.2,193
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,6950,"[{""id"": 1261, ""name"": ""river""}, {""id"": 1402, ""name"": ""general""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8803, ""name"": ""serum""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 17995, ""name"": ""epidemic""}, {""id"": 158025, ""name"": ""medical research""}]",en,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",30.397496,"[{""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Arnold Kopelson Productions"", ""id"": 16775}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-03-10,189859560,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,6.3,513
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,225574,"[{""id"": 3800, ""name"": ""airplane""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 155238, ""name"": ""hijack""}, {""id"": 162914, ""name"": ""one night""}, {""id"": 184297, ""name"": ""mystery killer""}]",en,Non-Stop,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",83.295796,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""TF1"", ""id"": 22123}, {""name"": ""LOVEFiLM International"", ""id"": 26387}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-26,222809600,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The hijacking was just the beginning.,Non-Stop,6.8,2268
54000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",http://vforvendetta.warnerbros.com/,752,"[{""id"": 703, ""name"": ""detective""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 1755, ""name"": ""fascism""}, {""id"": 3099, ""name"": ""satanism""}, {""id"": 3603, ""name"": ""fascist""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6086, ""name"": ""government""}, {""id"": 7525, ""name"": ""chancellor""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11476, ""name"": ""personification of satan""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 172391, ""name"": ""catholic priest""}, {""id"": 175949, ""name"": ""catholic guilt""}, {""id"": 189995, ""name"": ""jesuit""}, {""id"": 198331, ""name"": ""vengeful spirit""}, {""id"": 208647, ""name"": ""activist""}, {""id"": 208725, ""name"": ""irish catholic""}, {""id"": 214978, ""name"": ""vengeful""}, {""id"": 220888, ""name"": ""jesuit priest""}, {""id"": 221385, ""name"": ""gnosticism""}, {""id"": 221387, ""name"": ""occultism""}]",en,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",84.630969,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""F\u00fcnfte Babelsberg Film"", ""id"": 23889}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-15,132511035,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,People should not be afraid of their governments. Governments should be afraid of their people.,V for Vendetta,7.7,4442
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,9975,"[{""id"": 2598, ""name"": ""museum""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 9903, ""name"": ""balloon""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 18035, ""name"": ""family""}, {""id"": 157984, ""name"": ""prediction""}, {""id"": 158022, ""name"": ""cargo ship""}, {""id"": 158023, ""name"": ""curiosity""}]",en,Curious George,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",9.894346,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Universal Animation Studios"", ""id"": 5556}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-10,69834815,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get Carried Away With The Cutest Little Monkey Around!,Curious George,6.2,106
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",http://www.hanselandgretelmovie.com/,60304,"[{""id"": 616, ""name"": ""witch""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11173, ""name"": ""troll""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 40931, ""name"": ""witchcraft""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 177894, ""name"": ""witch hunt""}, {""id"": 177900, ""name"": ""witch hunter""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 190022, ""name"": ""hansel and gretel""}, {""id"": 192655, ""name"": ""guns""}, {""id"": 209714, ""name"": ""3d""}]",en,Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",53.02787,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2013-01-17,224803475,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Classic tale. New twist.,Hansel & Gretel: Witch Hunters,5.7,3239
50000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,2251,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 207767, ""name"": ""erotic thriller""}]",en,Unfaithful,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",14.382253,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Unfaithful Filmproduktion GmbH & Co. KG"", ""id"": 58248}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-10,119137784,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Where do you go when you've gone too far?,Unfaithful,6.3,276
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://syrianamovie.warnerbros.com/,231,"[{""id"": 139, ""name"": ""anti terror""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 589, ""name"": ""lebanon""}, {""id"": 591, ""name"": ""cia""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 593, ""name"": ""globalization""}, {""id"": 697, ""name"": ""loss of son""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 1242, ""name"": ""war against terror""}, {""id"": 1269, ""name"": ""energy policy""}, {""id"": 5175, ""name"": ""petrol""}]",en,Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",16.871194,"[{""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""4M"", ""id"": 20665}, {""name"": ""MID Foundation"", ""id"": 20666}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-23,94000000,128,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Everything is connected.,Syriana,6.3,451
45000000,"[{""id"": 53, ""name"": ""Thriller""}]",,9754,"[{""id"": 974, ""name"": ""bank""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 2350, ""name"": ""seattle""}, {""id"": 155555, ""name"": ""computer hacker""}, {""id"": 155584, ""name"": ""firewall""}]",en,Firewall,"State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",18.186026,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Jon Shestack Productions"", ""id"": 10991}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2006-02-10,82800000,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nothing Is More Dangerous Than A Man With Everything To Lose.,Firewall,5.6,267
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,66,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 570, ""name"": ""rape""}, {""id"": 833, ""name"": ""white house""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6086, ""name"": ""government""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 208633, ""name"": ""secret service agent""}]",en,Absolute Power,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,13.576765,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Malpaso Productions"", ""id"": 171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-02-14,50068310,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Corrupts Absolutely.,Absolute Power,6.4,223
50000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.sonypictures.com/homevideo/silenthill/,588,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 2871, ""name"": ""burning of witches""}, {""id"": 3002, ""name"": ""fog""}, {""id"": 3032, ""name"": ""suffering""}, {""id"": 3762, ""name"": ""darkness""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12446, ""name"": ""another dimension""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 13031, ""name"": ""creature""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 40929, ""name"": ""witch burning""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 157444, ""name"": ""dismemberment""}, {""id"": 161264, ""name"": ""religious fanatic""}, {""id"": 166701, ""name"": ""ghost town""}, {""id"": 179878, ""name"": ""sleepwalking""}]",en,Silent Hill,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.",32.927994,"[{""name"": ""Silent Hill DCP Inc."", ""id"": 341}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Konami"", ""id"": 55914}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-21,97607453,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,We've been expecting you.,Silent Hill,6.3,1067
0,"[{""id"": 35, ""name"": ""Comedy""}]",,10393,"[{""id"": 579, ""name"": ""american football""}, {""id"": 4112, ""name"": ""strike""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 8338, ""name"": ""coach""}, {""id"": 9789, ""name"": ""misfit""}, {""id"": 155791, ""name"": ""american football player""}]",en,The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",14.837288,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-07,0,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Throw the ball. Catch the girl. Keep it simple.,The Replacements,6.1,203
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,216282,"[{""id"": 2213, ""name"": ""tornado""}, {""id"": 12105, ""name"": ""student""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 199076, ""name"": ""disaster movie""}]",en,Into the Storm,"The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.",20.566554,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-06,160602194,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Prepare to go,Into the Storm,5.8,817
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",,928,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4237, ""name"": ""water""}, {""id"": 4713, ""name"": ""research station""}, {""id"": 5154, ""name"": ""fur""}, {""id"": 5155, ""name"": ""bat""}, {""id"": 5156, ""name"": ""current""}, {""id"": 5157, ""name"": ""electric shock""}, {""id"": 6247, ""name"": ""cleverness""}, {""id"": 10005, ""name"": ""gremlin""}, {""id"": 13001, ""name"": ""cowardliness""}]",en,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",33.98637,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-06-15,41482207,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Here they grow again.,Gremlins 2: The New Batch,6.2,652
